passage,reading_level
"Can it be? A wakeful flea on a slumbering mouse on a snoozing cat on a dozing dog on a dreaming child on a snoring granny on a cozy bed in a napping house, where everyone is sleeping.",Elementary
"A wakeful flea who bites the mouse, who scares the cat, who claws the dog, who thumps the child, who bumps the granny, who breaks the bed, in the napping house, where no one now is sleeping.",Elementary
"""Oh, Amelia Bedelia, your first day of work, and I can't be here. But I made a list for you. You do just what the list says,"" said Mrs. Rogers.",Elementary
Mrs. Rogers got into the car with Mr. Rogers. They drove away.,Elementary
"""My, what nice folks. I'm going to like working here,"" said Amelia Bedelia.",Elementary
"Amelia Bedelia went inside. ""Such a grand house. These must be rich folks. But I must get to work. Here I stand just looking. And me with a whole list of things to do.""",Elementary
"Amelia Bedelia stood there a minute longer. ""I think I'll make a surprise for them. I'll make lemon-meringue pie. I do make good pies.""",Elementary
So Amelia Bedelia went into the kitchen. She put a little of this and a pinch of that into a bowl. She mixed and she rolled.,Elementary
"Soon her pie was ready to go into the oven. ""There,"" said Amelia Bedelia. ""That's done.""",Elementary
"""Now let's see what this list says."" Amelia Bedelia read, ""Change the towels in the green bathroom.""",Elementary
"Amelia Bedelia found the green bathroom. ""Those towels are very nice. Why change them?"" she thought.",Elementary
"Then Amelia Bedelia remembered what Mrs. Rogers had said. She must do just want the list told her. ""Well, all right,"" said Amelia Bedelia. Amelia Bedelia got some scissors. She snipped a little here and a little there. And she changed those towels.",Elementary
"""There,"" said Amelia Bedelia. She looked at her list again. ""Dust the furniture.""",Elementary
"""Did you ever hear tell of such a silly thing. At my house we undust the furniture But to each his own way.""",Elementary
Amelia Bedelia took one last look at the bathroom. She saw a big box with the words Dusting Powder on it.,Elementary
"""Well, look at that. A special powder to dust with!"" exclaimed Amelia Bedelia. So Amelia Bedelia dusted the furniture. ""That should be dusty enough. My, how nice it smells.""",Elementary
"""Draw the drapes when the sun comes in."" read Amelia Bedelia. She looked up. The sun was coming in. Amelia Bedelia looked at the list again. ""Draw the drapes? That's what it says. I'm not much of a hand at drawing, but I'll try.""",Elementary
So Amelia Bedelia sat right down and she drew those drapes.,Elementary
"Amelia Bedelia marked off about the drapes. ""Now what?""",Elementary
"""Put the lights out when you finish in the living room.""",Elementary
Amelia Bedelia thought about this a minute. She switched off the lights. Then she carefully unscrewed each bulb.,Elementary
"And Amelia Bedelia put the lights out. ""So those things need to be aired out, too. Just like pillows and babies. Oh, I do have a lot to learn.""",Elementary
"""My pie!"" exclaimed Amelia Bedelia. She hurried to the kitchen.",Elementary
"""Just right,"" she said. She took the pie out of the oven and put it on the table to cool. Then she looked at the list.",Elementary
"""Measure two cups of rice""",Elementary
"""That's next,"" said Amelia Bedelia. Amelia Bedelia found two cups. She filled them with rice.",Elementary
And Amelia Bedelia measured that rice.,Elementary
"Amelia Bedelia laughed. ""These folks do want me to do funny things."" Then she poured the rice back into the container.",Elementary
"""The meat market will deliver a steak and a chicken. Please trim the fat before you put the steak in the icebox. And please dress the chicken.""",Elementary
"When the meat arrived, Amelia Bedelia opened the bag. She looked at the steak for a long time. ""Yes,"" she said. ""That will do nicely.""",Elementary
Amelia Bedelia got some lace and bits of ribbon. And Amelia Bedelia trimmed the fat before she put the steak in the icebox.,Elementary
"""Now I must dress the chicken. I wonder if she wants a he chicken or a she chicken?"" said Amelia Bedelia. Amelia Bedelia went right to work. Soon the chicken was finished.",Elementary
"Amelia Bedelia heard the door open. ""The folkds are back,"" she said. She rushed out to meet them.",Elementary
"""Amelia Bedelia, why are all the light bulbs outside?"" asked Mr. Rogers.",Elementary
"""The list just said to put the lights out,"" said Amelia Bedelia. ""It didn't say to bring them back in. Oh, I do hope they didn't get aired too long.""",Elementary
"""Amelia Bedelia, the sun will fade the furniture. I asked you to draw the drapes,"" said Mrs. Rogers. ""I did! I did! See,"" said Amelia Bedelia. She held up her picture.",Elementary
"Then Mrs. Rogers saw the furniture. ""The furniture!"" she cried.",Elementary
"""Did I dust it well enough?"" asked Amelia Bedelia. That's such nice dusting powder.""",Elementary
"Mr. Rogers went to wash his hands. ""I say,"" he called. ""These are very unusual towels.""",Elementary
"Mrs. Rogers dashed into the bathroom. ""Oh, my best towels,"" she said. ""Didn't I change them enough?"" asked Amelia Bedelia.",Elementary
"Mrs. Rogers went to the kitchen. ""I'll cook the dinner. Where is the rice I asked you to measure?'",Elementary
"""I put it back in the container. But I remember - it measured four and a half inches,"" said Amelia Bedelia.",Elementary
"""Was the meat delivered?"" asked Mrs. Rogers. ""Yes,"" said Amelia Bedelia. ""I trimmed the fat just like you said. It does look nice."" Mrs. Rogers rushed to the icebox. She opened it. ""Lace! Ribbons! Oh, dear!"" said Mrs. Rogers.",Elementary
"""The chicken - you dressed the chicken?"" asked Mrs. Rogers. ""Yes, and I found the nicest box to put him in,"" said Amelia Bedelia. ""Box!"" exclaimed Mrs. Rogers. Mrs. Rogers hurried over to the box. She lifted the lid. There lay the chicken. And he was just as dressed as he could be.",Elementary
"Mrs. Rogers was angry. She was very angry. She opened her mouth. Mrs. Rogers meant to tell Amelia Bedelia she was fired. But before she could get the words out, Mr. Rogers put something into her mouth. It was so good Mrs. Rogers forgot about being angry.",Elementary
